Propietario,direccion,TextoReclamo,ValorReclamo,idParcela,Valuacion_Danios,Validado,id,nomenclatura,tipo,tipo_valuacion,estado,designacion_oficial,expediente_creacion,fecha_creacion,fecha_alta,frente_y_fondo,vut_vigente,valuacion_fiscal,vigencia_desde,porcentaje_copropiedad,superficie_urbana,valuacion_urbana,base_imponible_urbana,superficie_rural,valuacion_rural,base_imponible_rural,superficie_mejoras,valuacion_mejoras,base_imponible_mejoras,cantidad_cuentas,departamento,pedania,localidad,ped_nomenclatura,nro_cuenta,row_number,sep_ndvi,nov_ndvi,par_entity,geometry,dnbr
Ámbar Recio Giménez,"Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","A los señores de SierraVolt Energética Limitada,

Me dirijo a ustedes en calidad de apoderado legal de la señora Ámbar Recio Giménez, dueña de un terreno urbano situado en la Comuna de Cuesta Blanca, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Desafortunadamente, la propiedad de mi representada ha padecido daños considerables a causa de un incendio forestal reciente. Pese a que el terreno se halla en estado baldío, sin construcciones registradas, su valor no es despreciable.

En consecuencia, a nombre de la señora Giménez, presentamos un reclamo por el monto total de los perjuicios, que alcanza los $14.186.057 pesos argentinos. Esta cifra se ha estimado tomando en cuenta el valor del inmueble previo al siniestro, así como los gastos vinculados a la limpieza y recuperación del suelo.

Confiamos en que este conflicto se solucione de forma equitativa y en tiempo oportuno, considerando la seriedad de los daños y el efecto emocional y económico que ha generado en mi representada.

Agradecemos de antemano su atención en este tema y aguardamos su respuesta a la brevedad.

Cordialmente,



Córdoba, Argentina.",14186057.31,1136142-SAN ROQUE,,,1136142,2304154301048005,urbano,val. urbano,baldio,MZ 50 LT 8,,01-1901,03-2007,0.9,770.0,996534.0,2023-11-01,0.0,1438.0,996534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,cuesta blanca,2304,230418987583.0,948881.0,0.19091773082953079,0.2081804396966559,4585453.0,"POLYGON ((350169.30337620503 -3483607.2478358904, 350188.79552823456 -3483570.9499704377, 350212.254822102 -3483575.5106374887, 350226.65526733804 -3483578.9467557827, 350216.22196804814 -3483598.2827099264, 350182.54803398275 -3483625.271824161, 350169.30337620503 -3483607.2478358904))",-0.016005031494672226
Luisa Galván Luque,"Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes en nuestro rol de representantes legales de la Sra. Luisa Galván Luque, dueña de un terreno situado en , , , Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. A través de esta carta, nos complace comunicarles que nuestra representada desea presentar una reclamación por daños y perjuicios originados a partir de un incendio forestal en su propiedad.

El terreno en cuestión es de carácter urbano y, de acuerdo a nuestros registros, se halla en condición de baldío, sin construcciones en el predio. La localidad en la que se ubica la propiedad es Tanti, en el departamento de Punilla, provincia de Córdoba.

Nuestra representada ha vivido un fuerte impacto emocional y psicológico a causa de la destrucción provocada por el incendio en su propiedad. La Sra. Galván Luque ha padecido ansiedad, estrés y angustia al ver cómo su terreno, donde planeaba edificar su vivienda, ha sido arrasado por el fuego.

En base a lo expuesto, solicitamos a SierraVolt Energética Limitada que indemnice a nuestra representada por la suma de $84.112 pesos argentinos, correspondiente a los daños y perjuicios padecidos como resultado del incendio forestal.

Les agradecemos de antemano su atención a este tema y aguardamos su pronta respuesta. Por favor, no duden en contactarnos si necesitan información adicional o si desean conversar sobre los detalles de la reclamación.

Cordialmente,



Abogado representante de Luisa Galván Luque.",84112.47,1160532-SANTIAGO,,,1160532,2304483606137011,urbano,val. urbano,baldio,151 011,,01-1901,03-2007,1.1,140.0,107800.0,2023-11-01,0.0,700.0,107800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,tanti,2304,230431529462.0,970591.0,0.12282231903382443,0.15715966187671288,4465923.0,"POLYGON ((351826.23843985243 -3472289.672971603, 351832.0173682859 -3472255.12439855, 351851.72817290964 -3472258.435568274, 351845.9492444958 -3472292.9841413237, 351826.23843985243 -3472289.672971603))",-0.05252667165323552
Candela Galvez-Asensio," Las Piedras, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como abogados de la Sra. Candela Galvez-Asensio, dueña de un terreno situado en Las Piedras, Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Nos place comunicarles que nuestra representada desea interponer una reclamación por los daños y perjuicios sufridos en su propiedad a raíz de un incendio forestal.

El terreno en cuestión es de carácter urbano y, de acuerdo a nuestros archivos, no posee construcciones (EDIFICADO NoPH). La zona afectada es Tanti, correspondiente al departamento de Punilla. La Sra. Galvez-Asensio ha experimentado pérdidas considerables a causa de este desafortunado evento y, en consecuencia, solicita una compensación por un importe de $2.050.114 pesos argentinos.

Creemos que la ayuda privada es imprescindible en este caso, dado que la envergadura de los daños ocasionados al bien inmueble de nuestra clienta exige una intervención apropiada y a tiempo. Por ende, requerimos a SierraVolt Energética Limitada que analice la situación y proceda con el abono de la compensación pertinente lo antes posible.

Les agradecemos de antemano su atención y cooperación en este tema. Aguardamos su pronta respuesta y nos encontramos a su disposición para cualquier consulta o información adicional que necesiten.

Cordialmente,



Estudio Jurídico
Córdoba, Argentina",2050114.95,1161437-SAN ROQUE,,,1161437,2304483606187029,urbano,val. urbano,edificado noph,015 006,,01-1901,03-2007,0.7,420.0,2577314.88,2023-11-01,0.0,1648.0,484512.0,0.0,0.0,0.0,0.0,130.0,2092802.88,0.0,1.0,punilla,san roque,tanti,2304,230431418792.0,971481.0,0.15977631129870468,0.18936236624985875,4468716.0,"POLYGON ((350882.14007319906 -3471573.492294674, 350841.29880025575 -3471525.3877191907, 350856.6882277814 -3471504.9125101026, 350901.18174780137 -3471557.301845315, 350882.14007319906 -3471573.492294674))",-0.036306022215598456
María Ferrando-Oller,"Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de la Sra. María Ferrando-Oller, dueña de un terreno situado en Municipio de Tanti, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Mediante la presente, nos complace presentar una reclamación a nombre de nuestra clienta por los perjuicios sufridos en su propiedad a raíz de un incendio forestal.

La propiedad en cuestión es de carácter urbano y se halla en la localidad de Tanti, dentro del departamento de Punilla. Es importante mencionar que el terreno es baldío, o sea, no posee edificaciones registradas. Sin embargo, el incendio ha provocado daños considerables en la vegetación y en la calidad del suelo, lo que ha generado un impacto negativo en el valor de mercado de la propiedad.

Debido a lo expuesto, nuestra clienta solicita una indemnización por la suma de $146.135 pesos argentinos, que corresponde al valor estimado de los daños causados por el incendio forestal en su terreno. Pedimos a SierraVolt Energética Limitada que evalúe esta reclamación y proceda a efectuar el pago correspondiente lo antes posible.

Les agradecemos de antemano su atención y aguardamos su pronta respuesta. Por favor, no duden en comunicarse con nosotros si necesitan información adicional o si desean conversar sobre los detalles de esta reclamación.

Cordialmente,


Abogado
Estudio Jurídico Pérez & Asociados
Córdoba, Argentina",146135.37,1150272-SAN ROQUE,,,1150272,2304483603020049,urbano,val. urbano,baldio,MZ 12 LT 48,,01-1901,03-2007,0.9,490.0,176400.0,2023-11-01,0.0,400.0,176400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,tanti,2304,230420730140.0,961494.0,0.1593954002627768,0.17916745850763457,4468483.0,"POLYGON ((349469.5010101829 -3471556.9677810725, 349469.5947201445 -3471566.9637519564, 349429.42341143754 -3471567.650965909, 349429.3921744989 -3471565.6517717275, 349429.3297014779 -3471557.654995028, 349469.5010101829 -3471556.9677810725))",-0.051848320290455434
Ramón Cáceres Sevillano," Avenida Carrega Núñez, Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de SierraV Segura,

Me presento, soy Ramón Cáceres Sevillano, dueño de un campo en la Avenida Carrega Núñez, en el Municipio de Cabalango, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con una mezcla de desesperación y tristeza, dado que mi propiedad ha sufrido un reciente incendio forestal.

El fuego lo consumió todo, dejando mi terreno en un estado de desolación. La vegetación que antes florecía y daba vida a mi campo, ahora solo son cenizas. No encuentro las palabras para describir la angustia que siento al ver la tierra que tanto quiero en esta situación.

Presento este reclamo con la esperanza de que puedan colaborar en recuperar parte de lo que se ha perdido. El monto de mi reclamo es de $344.746.583. Comprendo que el dinero no puede reemplazar la belleza natural que alguna vez existió, pero sí puede contribuir a comenzar el proceso de restauración.

Desde ya, agradezco su atención en este tema y espero que podamos colaborar juntos para hallar una solución. Por favor, no duden en contactarme si requieren más información.

Cordialmente,

Ramón Cáceres Sevillano.",344746583.04,1134221-SAN ROQUE,,,1134221,2304002020177900,rural,val. rural,baldio,LTE 14,0000-153368/1,01-1901,03-2007,,,9348051.22,2023-11-07,0.0,0.0,0.0,0.0,4899012.0,9348051.22,0.0,0.0,0.0,0.0,1.0,punilla,san roque,,2304,230415336816.0,947530.0,0.14616996039803895,0.14701326180153254,1078474451.0,"POLYGON ((348803.5742427361 -3476176.210190155, 348803.4150505287 -3476126.4603202958, 348802.3804646188 -3475803.1372480397, 348922.6240580132 -3475981.431072126, 349023.46243411256 -3475945.773470743, 349134.9241683574 -3475673.448904083, 349102.6509741603 -3475594.5267194384, 349047.4391854935 -3475587.1100407476, 348978.86993208004 -3475514.0465187407, 349020.13204304106 -3475488.272259029, 349124.2262469386 -3475401.3156817053, 349180.6496839814 -3475282.981575266, 349302.3183755493 -3475230.017467027, 349413.7528660059 -3475229.5652574343, 349508.4430449874 -3475295.2357907584, 349596.6006831206 -3475623.8810579632, 349749.7729996962 -3475689.085574813, 349739.7025343562 -3479623.3852468603, 349010.0714288887 -3479632.8381710188, 348879.0889839631 -3479627.9416600973, 348596.47202449583 -3479654.9776712256, 348580.3520966759 -3479656.5197533052, 348447.2253686767 -3479657.7992413063, 348439.29854067665 -3479000.242369291, 348424.6354513685 -3477376.5308381217, 348419.7898362102 -3476942.8628916964, 348419.28799970564 -3476897.9500381364, 348417.46327827615 -3476734.6429716484, 348806.4966026745 -3477089.4899760564, 348803.5742427361 -3476176.210190155))",0.04334231092947715
Abel Múgica Castrillo,"Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraVolt Energética Limitada,

Nos ponemos en contacto con ustedes como representantes legales de nuestro cliente, el Sr. Abel Múgica Castrillo, dueño de un terreno situado en Altos de San Antonio, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Mediante la presente, nos complace comunicarles que nuestro cliente tiene la intención de presentar una reclamación por los perjuicios sufridos en su propiedad a raíz de un incendio forestal reciente. La parcela en cuestión es de carácter urbano y, de acuerdo a nuestros registros, no posee edificaciones. La propiedad está ubicada en la localidad de Villa Carlos Paz, dentro del departamento de Punilla.

El Sr. Múgica Castrillo ha evaluado los daños causados en su terreno, en particular en lo referente al deterioro del paisaje y la vegetación, y ha estimado un monto de $973.014.255 para afrontar los gastos de reparación y restauración.

Solicitamos a SierraVolt Energética Limitada que analice esta reclamación y proceda con la indemnización correspondiente conforme a las pólizas de seguro vigentes. Agradecemos su rápida atención a este asunto y aguardamos su respuesta.

Cordialmente,

Abogado
Estudio Jurídico
Córdoba, Argentina",973014255.84,2448951-SANTIAGO,,,2448951,2304553803278016,urbano,val. urbano,edificado noph,MZ 278 LT 16,0033-087801/2014,01-2020,11-2019,0.4,1500.0,62650894.4,2023-11-01,0.0,15792.22,9475332.0,0.0,0.0,0.0,0.0,2365.0,53175562.4,0.0,1.0,punilla,san roque,villa carlos paz,2304,230442354907.0,1845345.0,0.15142810966011924,0.14716931967665148,1134467404.0,"POLYGON ((355539.50732064503 -3478704.310789288, 355721.20461264346 -3478779.540685291, 355663.6976246446 -3478871.4938892927, 355618.855568645 -3478874.8025652915, 355584.1094726451 -3478857.559465293, 355582.67004864535 -3478846.413925293, 355580.86077264533 -3478837.077661292, 355577.9119526447 -3478828.0412772927, 355573.84358064516 -3478819.444717291, 355569.20543664467 -3478809.008893292, 355566.4065566447 -3478797.92332929, 355565.54690064496 -3478786.5278892904, 355565.5469006448 -3478770.204421291, 355566.7064366451 -3478754.78059329, 355566.3365846452 -3478743.6450492884, 355564.65725664503 -3478735.0484892894, 355561.44854064577 -3478725.2524092887, 355555.95074064576 -3478716.5259012887, 355548.48372864514 -3478709.3987532896, 355539.50732064503 -3478704.310789288))",0.03816943987791683
Olga Suarez Beltran," Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","Para los Estimados de SierraV Segura,

Me presento, soy Olga Suarez Beltran, dueña de un terreno ubicado en Los Moradillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo con profundo pesar y preocupación a raíz de un reciente suceso que ha impactado seriamente mi propiedad.

Hace un tiempo, un feroz incendio forestal arrasó con una gran parte de mi terreno. Como ustedes saben, mi parcela es de carácter urbano y, si bien no cuenta con construcciones, estaba repleta de árboles y vegetación que le otorgaban un valor inestimable, tanto económico como sentimental. Desafortunadamente, la mayoría de estos árboles han sido devorados por el fuego, dejando un panorama desolado y un enorme vacío en mi alma.

El monto de los perjuicios ocasionados por este desastre natural asciende a $74.915.203. Esta cifra incluye la tasación de los árboles perdidos, así como los gastos relacionados con la limpieza y restauración del terreno.

Por tal motivo, acudo a ustedes, confiando en la protección de mi póliza de seguro, para pedir una compensación que me permita enfrentar estos gastos y comenzar el proceso de recuperación de mi querido terreno.

Les agradezco de antemano su atención y comprensión en estos momentos difíciles. Espero poder contar con su respaldo y pronta respuesta.

Atentamente,

Olga Suarez Beltran.",74915203.14,1202025-SAN ROQUE,,,1202025,2305604701002021,urbano,val. urbano,edificado noph,001 021,,01-1901,03-2007,1.0,735.0,4421595.19,2024-05-23,0.0,1194.0,877590.0,0.0,0.0,0.0,0.0,314.0,5982934.59,0.0,2.0,punilla,santiago,villa icho cruz,2305,230531557391.0,1004066.0,0.1304644596483176,0.1487341259834803,4542638.0,"POLYGON ((352267.71491170046 -3483265.503593713, 352291.2991606067 -3483245.9177431166, 352301.85740246926 -3483258.25652221, 352284.58310958184 -3483281.5596259306, 352274.43095313944 -3483273.3129475815, 352267.71491170046 -3483265.503593713))",0.007295556845403951
,,"Para los Estimados de Volterra Seguros,

Me presento, soy Elba Vera Cañellas Collado, dueña de un terreno ubicado en Teniente PM Casco, Villa Carlos Paz, en el Municipio de San Antonio de Arredondo, Pedanía San Roque, Departamento Punilla, Córdoba. Se trata de un terreno urbano, sin construcciones, en la localidad de San Antonio de Arredondo.

Les escribo para comunicarles un lamentable suceso que ha tenido lugar en mi propiedad. Recientemente, un incendio forestal azotó la zona, dejando mi terreno en un estado lamentable. La vegetación que antes prosperaba en mi parcela ahora no es más que cenizas y restos.

Estoy convencida de que entienden la relevancia de la vegetación en un terreno, no solo por su valor estético, sino también por su aporte al valor del mismo. Por ende, me veo en la necesidad de presentar un reclamo por el monto de $75.688.245.

Agradezco de antemano su atención a este tema y espero que podamos solucionarlo de forma ágil y eficaz. Por favor, no duden en contactarme si requieren más información.

Cordialmente,

Elba Vera Cañellas Collado.",75688245.5,1139319-SANTIAGO,,,1139319,2304414303154008,urbano,val. urbano,edificado noph,MZ 17 LT 8,0033-012937/1983,01-1985,03-2007,0.9,1610.0,6441025.12,2023-11-01,0.0,700.0,1014300.0,0.0,0.0,0.0,0.0,353.0,5426725.12,0.0,1.0,punilla,san roque,san antonio de arredondo,2304,230421532961.0,951525.0,0.15100811039210277,0.17686477389364413,86282514.0,"POLYGON ((355030.0796455295 -3481276.3300382923, 355043.14129475853 -3481289.1654298017, 355016.3705355082 -3481316.4080944955, 355003.3088862781 -3481303.572702986, 355030.0796455295 -3481276.3300382923))",-0.03332571714880604
Joaquín Colomer Cardona,"Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina","A la atención de los señores de SierraVolt Energética Limitada,

Me dirijo a ustedes en esta ocasión en representación de mi cliente, el señor Joaquín Colomer Cardona, dueño de un terreno rural ubicado en la Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

Desafortunadamente, la propiedad de mi representado ha padecido daños considerables a raíz de un incendio forestal reciente. Este lamentable suceso ha generado un impacto significativo en la vida de mi cliente, afectando no solo su parcela, sino también a sus animales, que tienen un gran valor para él.

El predio en cuestión, situado en una zona rural sin construcciones, ha experimentado daños irreparables. Los animales que mi cliente cuidaba con esmero y dedicación han sido víctimas de este desastre natural, ocasionando un perjuicio económico importante.

En consecuencia, en representación de mi cliente, presentamos una reclamación por el monto de $76.649.648. Esta cifra representa la estimación de los daños padecidos, incluyendo la pérdida de los animales y el valor del terreno que ahora se halla en condición de baldío.

Confiamos en que esta situación se solucione de forma justa y eficaz, teniendo en cuenta la magnitud de los daños sufridos y el impacto emocional que esto ha generado en mi cliente.

Desde ya, agradecemos su atención a este tema y aguardamos su respuesta a la brevedad.

Cordialmente,",76649648.3,2561051-SAN ROQUE,,,2561051,2305518570352854,rural,val. rural,baldio,LOTE 518570-352854,0576-000856/2007,01-2024,09-2023,,,3558851.69,2023-11-07,0.0,0.0,0.0,0.0,45942.0,3558851.69,0.0,0.0,0.0,0.0,1.0,punilla,santiago,,2305,230541299080.0,1936073.0,0.12469841632727095,0.1604705144708398,1042165051.0,"POLYGON ((352902.82064252725 -3482264.145589797, 352898.1364812921 -3482277.165784055, 352817.7020851948 -3481901.090033073, 352838.07206544257 -3481886.613707411, 352872.38236864994 -3481869.0938139623, 352904.445283831 -3481848.337952139, 352936.7388662591 -3481832.610395019, 353011.054481308 -3482091.622582411, 352987.49609833176 -3482124.569366934, 352966.3505442089 -3482150.3284832737, 352902.82064252725 -3482264.145589797))",-0.015411066729844032
,,"Estimados miembros de Aseguradora del Norte,

Me presento, soy Jose Angel Cobos-Marcos, dueño de un terreno situado en Los Romerillos, Comuna de Villa Río Icho Cruz, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina. Me comunico con ustedes para realizar una reclamación por los perjuicios ocasionados en mi propiedad a raíz de un incendio forestal reciente.

El predio en cuestión es de carácter urbano y, si bien no posee construcciones, se halla en la localidad de Villa Icho Cruz, dentro del departamento de Punilla. La parcela ha sido seriamente afectada por el incendio, provocando la pérdida de gran cantidad de árboles y madera valiosa.

Teniendo en cuenta que mi póliza de seguro con Aseguradora del Norte ampara este tipo de eventos, solicito el reembolso correspondiente por los daños causados en mi propiedad. La suma reclamada asciende a $66.433.239, monto que estimo apropiado para resarcir las pérdidas sufridas y posibilitar la recuperación y reforestación del terreno.

Desde ya, agradezco su atención en este tema y aguardo su pronta respuesta. Por favor, no duden en contactarme si necesitan información adicional o documentación para el trámite de la reclamación.

Cordialmente,

Jose Angel Cobos-Marcos
Dueño del terreno en Villa Icho Cruz, Departamento Punilla, Córdoba.",66433239.76,2276842-SAN ROQUE,,,2276842,2305604701128045,urbano,val. urbano,edificado noph,Mz. S/D Lt. 45,0033-100159/2016,01-2017,01-2017,0.5,840.0,2598096.96,2023-11-01,0.0,2399.28,1007697.6,0.0,0.0,0.0,0.0,89.1,1590399.36,0.0,1.0,punilla,santiago,villa icho cruz,2305,230541512948.0,1786231.0,0.16512865074252145,0.22676402532552828,2007353204.0,"POLYGON ((350792.2948465756 -3481486.4653428686, 350769.91354695766 -3481365.8008821825, 350795.6879216815 -3481369.317969396, 350807.17091418616 -3481484.4143211357, 350792.2948465756 -3481486.4653428686))",-0.07133964297390731
Salud Luján-Carreras,"634 Cuchilla Nevada, Colinas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina","Apreciados representantes de SierraV Segura,

Me presento, soy Salud Luján-Carreras, dueña de un terreno situado en 634 Cuchilla Nevada, Colinas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Les escribo preocupada por los perjuicios ocasionados en mi propiedad debido a un incendio forestal acontecido recientemente.

El predio mencionado es de carácter urbano y, si bien no posee construcciones, los estragos provocados por el fuego resultaron considerables. La flora y la infraestructura básica del sitio han quedado casi aniquiladas, lo cual ha repercutido negativamente en el valor de la propiedad.

Teniendo en cuenta que mi póliza de seguro con SierraV Segura ampara este tipo de eventos, deseo solicitar el reintegro correspondiente por los daños padecidos en mi terreno. De acuerdo a mis estimaciones, el monto total de los perjuicios asciende a $10.761.439.

Desde ya, agradezco su atención y cooperación en este tema. Aguardo su pronta respuesta y las instrucciones pertinentes para avanzar en el trámite de reclamación.

Cordialmente,

Salud Luján-Carreras
Dueña del terreno en Villa Carlos Paz, Córdoba",10761439.56,1174835-SANTIAGO,,,1174835,2304553803243010,urbano,val. urbano,edificado noph,MZ 243 LT 10,0033-011838/1998,12-1998,03-2007,1.0,840.0,2773859.52,2023-11-01,0.0,315.0,264600.0,0.0,0.0,0.0,0.0,138.0,2509259.52,0.0,1.0,punilla,san roque,villa carlos paz,2304,230424706898.0,982185.0,0.13945578038692474,0.15784339606761932,4456054.0,"POLYGON ((354351.4518046314 -3476774.7239833423, 354347.50050208427 -3476746.803703471, 354357.93508599105 -3476745.672050044, 354361.84053792513 -3476773.228857561, 354351.4518046314 -3476774.7239833423))",-0.03643309697508812
,,"Para los Estimados de Volterra Seguros,

Me presento, soy Serafina del Campoy, dueña de un terreno en Villa Icho Cruz, Departamento Punilla, Córdoba. Me dirijo a ustedes para ponerlos al tanto de un desafortunado evento que tuvo lugar en mi parcela urbana situada en Los Nogales, Comuna de Mayu Sumaj, Pedanía Santiago, Departamento Punilla, Córdoba, X5166, Argentina.

Días atrás, un incendio forestal perjudicó seriamente mi propiedad y, desgraciadamente, mis animales y mascotas padecieron daños irreparables. Si bien mi terreno no posee construcciones, la pérdida de mis amados animales me afecta enormemente y desearía solicitar una compensación por tal motivo.

El importe que demando por los perjuicios ocasionados asciende a $16.127.565. Agradecería su rápida atención en este tema y espero que logremos solucionarlo de la forma más conveniente.

Desde ya, les agradezco por su tiempo y comprensión.

Atentamente,

Serafina del Campoy.",16127565.57,1204689-SANTIAGO,,,1204689,2305604702010023,urbano,val. urbano,edificado noph,MZ 39 LTE 18,00001091587,01-1901,03-2007,1.0,595.0,2244244.8,2023-11-01,0.0,552.0,328440.0,0.0,0.0,0.0,0.0,150.0,1915804.8,0.0,1.0,punilla,santiago,villa icho cruz,2305,230510915874.0,1006490.0,0.1569250731438048,0.19904920377034435,4543204.0,"POLYGON ((352731.12201850116 -3482679.427417922, 352726.68631120387 -3482657.061431725, 352749.83323304035 -3482652.407062787, 352754.64378929767 -3482674.6168620144, 352731.12201850116 -3482679.427417922))",-0.03211323026809458
,,"Para los Estimados de Volterra Seguros,

Me presento, soy Octavio Arce Bertrán, dueño de un lote en El Calafate, Solares de las Ensenadas, Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina. Me dirijo a ustedes para comunicarles acerca de un incendio forestal que recientemente ha dañado mi propiedad.

El lote es de carácter urbano y, desafortunadamente, no contaba con edificaciones, ya que se encontraba desocupado. El incendio provocó perjuicios considerables en la zona y, como resultado, mis operaciones comerciales se han visto afectadas. Estoy solicitando una compensación por el valor de $36.947.497 para cubrir las pérdidas y los costos necesarios para restaurar mi propiedad y reanudar mis actividades comerciales.

Agradezco de antemano su atención inmediata a este asunto y confío en que podamos solucionarlo de manera eficaz.

Cordialmente,

Octavio Arce Bertrán
Dueño, Villa Carlos Paz, Departamento Punilla, Córdoba.",36947497.58,2120791-SAN ROQUE,,,2120791,2304554303121018,urbano,val. urbano,baldio,Mz 121 - Lote 18,0576-005288/2013,01-2014,08-2013,0.9,2065.0,1442140.24,2023-11-01,0.0,775.97,1442140.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,punilla,san roque,villa carlos paz,2304,230440381991.0,1714307.0,0.17810894924452925,0.1937709755301993,343529202.0,"POLYGON ((355364.5547398031 -3480652.9299057075, 355365.1445444762 -3480656.4494051556, 355367.50026019255 -3480670.6799694016, 355348.8105660016 -3480677.0706366207, 355326.1644795316 -3480684.814134242, 355323.2189591305 -3480667.064070538, 355364.5547398031 -3480652.9299057075))",-0.00562845817153732
,,"Pa' Volterra Seguros,

Acá les habla Teófila Pagès Pinedo, dueña de un terreno urbano en Villa Carlos Paz, Departamento Punilla, Córdoba. Les escribo pa' presentar una queja por los daños que sufrió mi propiedad ubicada en Comuna de Estancia Vieja, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina.

Hace poquito, un incendio forestal jodió la zona y, aunque mi terreno no tiene edificaciones, el impacto emocional que esto nos causó a mí y a mi familia es enorme. No puedo evitar sentirme preocupada y angustiada por la situación, ya que invertimos un montón de tiempo y esfuerzo en mantener nuestro terreno en buen estado.

Entonces, me gustaría pedirles una indemnización por el valor de $8.175.487, que creo que es justo pa' compensar el daño emocional y psicológico que sufrimos por este desgraciado evento.

Desde ya, les agradezco su atención y espero que puedan darme una mano pa' solucionar este quilombo lo más pronto posible.

Saludos cordiales,

Teófila Pagès Pinedo.",8175487.18,2046581-SANTIAGO,,,2046581,2304553702452096,urbano,val. urbano,edificado noph,Mz 452  Lt 96,0033-031443/2008,01-2009,12-2010,0.5,910.0,8696846.06,2023-11-01,0.0,4215.22,1917925.1,0.0,0.0,0.0,0.0,426.0,6778920.96,0.0,1.0,punilla,san roque,villa carlos paz,2304,230425692025.0,1654825.0,0.16272395156418762,0.20460740173173192,805763002.0,"POLYGON ((355784.8115542049 -3474033.079895351, 355794.30199524947 -3473983.2873683115, 355803.6989651771 -3473964.3775693877, 355836.4898857398 -3473974.3589798054, 355867.02043990215 -3473983.652344742, 355853.53530717356 -3474014.9168732264, 355843.1718031833 -3474038.9454973615, 355784.8115542049 -3474033.079895351))",-0.051077794798671444
